Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Count
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,d Other ethnic group,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,d Other ethnic group,b Muslim,Other offences, Endangers health/safety of any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Other offences, Endangers health/safety of any person,7
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Drug related offence,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,16
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Violence,Assault on a prisoner,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Violence,Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Violence,Fights with any person,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Other offences, Endangers health/safety of any person,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,Drug related offence,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,16
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Violence,Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Violence,Commits any assault,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,e Buddhist,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,e Buddhist,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,e Buddhist,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,f Jewish,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,f Jewish,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,g Other religious groups,Other offences, Endangers health/safety of any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,g Other religious groups,Wilful Damage,Cause damage to any part of a prison,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Other offences, Endangers health/safety of any person,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Other offences,Obstructs an officer executing his duty,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Drug related offence,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Violence,Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Violence,Attempts: Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Violence,Commits any assault,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,f Not known,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Other offences,Obstructs an officer executing his duty,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Drug related offence,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,7
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Commits any assault,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,5
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Other offences, Endangers health/safety of any person,5
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Drug related offence,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Takes improperly any article,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Commits any assault,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Is disrespectful,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences, Endangers health/safety of any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,6
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Attempts: Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Disobeys any lawful order,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Is disrespectful,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Violence,Assault on a prisoner,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Violence,Commits any assault,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Other offences, Endangers health/safety of any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,d Other ethnic group,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,d Other ethnic group,i No religion,Wilful Damage,Cause damage to any part of a prison,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,5
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Other offences, Endangers health/safety of any person,8
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Other offences,Denies access,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,18
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,Assault on a prisoner,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,Attempts: Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,Commits any assault,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,5
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Other offences, Endangers health/safety of any person,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Other offences,Obstructs an officer executing his duty,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,7
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Violence,Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Violence,Commits any assault,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,e Buddhist,Disobedience/disrespect,Is disrespectful,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,e Buddhist,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,g Other religious groups,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,g Other religious groups,Violence,Assault on staff,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,13
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Violence,Assault on a prisoner,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Violence,Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Violence,Commits any assault,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Drug related offence,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences, Endangers health/safety of any person,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Drug related offence,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Assault on a prisoner,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Other offences, Endangers health/safety of any person,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,7
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Violence,Assault on a prisoner,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Violence,Assault on staff,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,f Jewish,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,f Jewish,Violence,Commits any assault,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,f Jewish,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,i No religion,Other offences, Endangers health/safety of any person,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,f Not known,i No religion,Disobedience/disrespect,Is disrespectful,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,a Asian or Asian British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,a Asian or Asian British,b Muslim,Violence,Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Other offences, Endangers health/safety of any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,f Jewish,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,a Christian,Other offences, Endangers health/safety of any person,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,6
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,a Christian,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,b Muslim,Violence,Assault on staff,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,b Muslim,Violence,Commits any assault,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,e Buddhist,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,e Buddhist,Other offences, Endangers health/safety of any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,Drug related offence,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Independent adjudicator,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Independent adjudicator,M,25 - 29,e White,a Christian,Violence,Fights with any person,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Independent adjudicator,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,10
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Missing,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Missing,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Proved,Category C,Ashfield,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Proved,Category C,Ashfield,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Proved,Category C,Ashfield,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Assault on a prisoner,1
Q1,Proved,Category C,Ashfield,Governor,M,30 - 39,e White,g Other religious groups,Violence,Assault on a prisoner,1
Q1,Proved,Category C,Ashfield,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Proved,Category C,Ashfield,Governor,M,30 - 39,e White,i No religion,Violence,Assault on a prisoner,1
Q1,Proved,Category C,Ashfield,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Proved,Category C,Ashfield,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,1
Q1,Proved,Category C,Ashfield,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category C,Ashfield,Governor,M,70 and over,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,1
Q1,Proved,Category C,Ashfield,Governor,M,70 and over,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,a Asian or Asian British,b Muslim,Violence,Commits any assault,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,a Asian or Asian British,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Fights with any person,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Violence,Assault on staff,2
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Violence,Commits any assault,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Violence,Fights with any person,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,a Christian,Other offences,Absent from where he should be/Present where he should not,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Drug related offence,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,d Other ethnic group,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,d Other ethnic group,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Other offences, Endangers health/safety of any person,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,3
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Other offences,Obstructs an officer executing his duty,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,5
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Violence,Assault on a prisoner,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,b Muslim,Violence,Commits any assault,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,b Muslim,Violence,Fights with any person,2
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,5
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,e Buddhist,Violence,Assault on staff,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,2
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Other offences, Endangers health/safety of any person,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Violence,Assault on staff,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Violence,Fights with any person,3
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,9
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Violence,Commits any assault,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Other offences, Endangers health/safety of any person,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,Absent from where he should be/Present where he should not,2
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Fights with any person,1
